Id,SalePrice
1461,119749.42209853737
1462,161457.8581333794
1463,152441.87361889952
1464,171697.40092801733
1465,210581.30224532465
1466,154645.34402200705
1467,159752.89312262146
1468,150958.5012670367
1469,196116.62388160627
1470,122011.80030362694
1471,206077.3617554206
1472,116782.64467217581
1473,109870.15296350156
1474,149593.54883555137
1475,139390.11376773208
1476,326340.94348108314
1477,252103.22782348428
1478,290176.4859011623
1479,278245.4716916606
1480,499441.97034877416
1481,294153.5382568842
1482,221998.64543717066
1483,183350.2757337435
1484,183104.9528105218
1485,151539.56244669834
1486,185632.35083134653
1487,308091.4748246881
1488,260629.95957350027
1489,200187.9593616644
1490,199066.0496152985
1491,179900.36328957134
1492,108771.87092314617
1493,163694.82226125358
1494,252731.86803054964
1495,264611.9462289779
1496,217340.78988662598
1497,197440.04804804496
1498,163958.80621235335
1499,163958.80621235335
1500,152465.99190238075
1501,154370.17966445346
1502,156870.37994851987
1503,268637.42894253763
1504,214349.06500798432
1505,216885.25747383025
1506,203118.29599573353
1507,207700.79701455525
1508,175275.36071109664
1509,151603.557600511
1510,150101.73060977456
1511,148608.00748922367
1512,175444.40694551932
1513,130832.37021014027
1514,147418.89221975292
1515,158929.61427871254
1516,134519.4188651928
1517,149353.26451414614
1518,156379.50765225195
1519,213038.1385574259
1520,136386.58669554745
1521,140594.8473513518
1522,162522.64793798656
1523,113818.30656466633
1524,126519.87441884234
1525,119575.12828568845
1526,120844.99696793284
1527,99011.54002382308
1528,128625.47888462282
1529,144317.6368816971
1530,171712.76603833077
1531,102270.84803070717
1532,104633.73469538476
1533,156473.54314532975
1534,132256.51939795853
1535,139534.35879724548
1536,117365.58245957992
1537,83691.83068847693
1538,148280.4734059384
1539,143840.18272882438
1540,118548.7074253714
1541,130187.99224586363
1542,131421.18724179966
1543,172430.6577573301
1544,100572.92905348007
1545,116778.75663179088
1546,121473.5010732276
1547,126129.62888363848
1548,130513.3832194114
1549,114863.51494640608
1550,122094.01743242516
1551,129537.76971032948
1552,119157.69752635057
1553,122323.56474328828
1554,116353.25156468186
1555,144859.32201687034
1556,105289.23702760425
1557,125922.72117649618
1558,111834.6187761786
1559,103168.92063424608
1560,118203.83487218557
1561,155327.0330137878
1562,124523.34652662619
1563,118104.66882189295
1564,165641.6195720914
1565,126398.07198214332
1566,206013.1739452614
1567,96550.05316083849
1568,185503.0240785378
1569,116302.1297561941
1570,126862.70206901696
1571,108123.90865517026
1572,139708.29606689335
1573,233409.58185534526
1574,140695.1706343582
1575,218543.60871961896
1576,188898.64473839285
1577,193871.77464183714
1578,116284.89541699192
1579,133709.19413090733
1580,174072.9466631698
1581,126000.38018071285
1582,122797.28985725042
1583,301428.1010355916
1584,204037.21178399734
1585,155874.08742253055
1586,70747.62537356978
1587,100102.74471597013
1588,142629.55504204432
1589,115701.3487632463
1590,140120.7917942003
1591,104988.09716898485
1592,126727.8124217224
1593,125029.37607058564
1594,97901.8815251509
1595,118338.0689957491
1596,189242.50490814855
1597,139362.0235993394
1598,164825.04147119622
1599,194881.5648283591
1600,189735.13547031165
1601,73455.77419081263
1602,115989.05796523117
1603,102102.09057961927
1604,255025.63063264368
1605,213112.53451589152
1606,162139.73663324805
1607,203617.36827429532
1608,210569.1719001948
1609,191467.5054440019
1610,125714.98665261209
1611,134179.6218095632
1612,181108.1232780453
1613,153102.86731455807
1614,129015.02087191213
1615,98276.039214901
1616,98276.039214901
1617,103412.72118471503
1618,117762.21591126548
1619,130509.90990676708
1620,156944.92776310202
1621,127336.15601448303
1622,127962.54460229502
1623,243205.28967695296
1624,187067.615002542
1625,126288.72326132671
1626,173105.99229349956
1627,162792.32445511216
1628,236787.03248482064
1629,150508.72476952255
1630,344539.27313417767
1631,220856.55355603094
1632,248978.4391599786
1633,141613.5922361023
1634,161334.21450634344
1635,156811.42842855013
1636,160814.98928187677
1637,156197.1354558594
1638,188573.7092014679
1639,181943.03671112665
1640,222305.907563445
1641,169081.31760610617
1642,196500.10742926245
1643,220447.3791168455
1644,213019.60381232275
1645,174147.64916795236
1646,151069.27207146204
1647,162402.11311410766
1648,147422.15630107475
1649,126050.29667216813
1650,112804.99621384303
1651,113023.92781122754
1652,117236.38736764088
1653,117208.01964420857
1654,148169.0257701512
1655,163731.4023957079
1656,141794.906085309
1657,140410.2876872902
1658,148064.7859162761
1659,137831.64734770596
1660,133958.80194590072
1661,359651.42095276964
1662,322500.7319406238
1663,365506.09019479866
1664,521174.82028974
1665,317723.91446348774
1666,282844.8736345063
1667,284052.5883454167
1668,315509.3536805603
1669,270092.274767351
1670,326108.4973724095
1671,239095.1227627875
1672,399639.64817903965
1673,236061.7657633816
1674,261759.89600762803
1675,187066.50623833662
1676,187225.1629717419
1677,203339.2377753238
1678,487260.93019724777
1679,332206.73553219
1680,332878.6928150316
1681,268828.7302267269
1682,263865.1385535236
1683,206724.9336088774
1684,167101.55664526313
1685,158266.0031820263
1686,191891.78146187993
1687,153952.68378786568
1688,182979.31449411644
1689,180537.0899137904
1690,170215.09131667527
1691,163973.54018211772
1692,220169.3222281428
1693,151539.56244669834
1694,153252.51572072512
1695,145648.52712325353
1696,232342.88241110384
1697,145751.5441168503
1698,288067.81277374615
1699,309246.2474582465
1700,210372.84114856887
1701,237937.8761687152
1702,272568.5081013605
1703,259837.11958767174
1704,270363.7026630142
1705,226053.19877853658
1706,433718.7737970643
1707,214004.9126381877
1708,207316.1822186815
1709,272936.496593387
1710,228934.7655733299
1711,216751.09674137464
1712,270419.6061343798
1713,236337.86434599568
1714,223607.4553753752
1715,186000.01698897922
1716,199301.25109345018
1717,190485.74956474165
1718,157371.31430452914
1719,185582.80215706973
1720,249391.6199430713
1721,177974.27641397086
1722,139772.51005177927
1723,147583.42820326102
1724,223934.78082555384
1725,199755.96373892308
1726,169355.51376301196
1727,183067.54384874174
1728,174207.28893899973
1729,144050.867892778
1730,120144.02929527732
1731,125826.69846332316
1732,121632.86153566482
1733,115991.05097779635
1734,120070.65398223976
1735,128172.75495827064
1736,115503.27156888986
1737,302998.22937733395
1738,179009.02157979907
1739,281077.99515649653
1740,225559.30808694533
1741,185407.87379791608
1742,156828.375854106
1743,160449.80156978985
1744,266111.9564367383
1745,238772.77143507998
1746,181204.0625947858
1747,189921.04117874903
1748,196481.682922248
1749,150832.84397473707
1750,150152.2544878832
1751,209250.61512796403
1752,123193.84294511289
1753,163501.39492092596
1754,193884.90125209594
1755,163744.73819683355
1756,110817.07164323471
1757,114468.78531169392
1758,138495.72638097266
1759,138884.73920639826
1760,165046.82290413915
1761,145556.78849777463
