Id,SalePrice
1461,120210.37298380499
1462,160599.92715829625
1463,152953.80727821589
1464,171535.6519355807
1465,209383.75611091973
1466,153860.66756416974
1467,160148.518795266
1468,150459.69159292034
1469,196158.46301666717
1470,123558.92500210115
1471,206394.7716727888
1472,115456.58496783912
1473,109275.6416577761
1474,149318.508452263
1475,137805.86784290188
1476,325363.25519877963
1477,253895.81043342318
1478,289677.44470527815
1479,279242.34822102607
1480,503681.2715649824
1481,294240.8873425266
1482,221034.02196684157
1483,184489.54204366545
1484,183179.32327239457
1485,150074.94794724495
1486,184207.74333788382
1487,308149.02246322954
1488,262421.4885292739
1489,200931.52922999454
1490,200599.24391630065
1491,178726.76967920997
1492,108148.85713317302
1493,163535.51402954388
1494,251308.53710805145
1495,263594.8818968896
1496,217694.4958169161
1497,196334.958767333
1498,163097.85199566223
1499,163097.85199566223
1500,152501.68598013106
1501,154348.03274532035
1502,156110.66722620375
1503,271078.1402344741
1504,211896.0354162632
1505,217434.85439696742
1506,203660.8138134697
1507,207373.21730169165
1508,175086.59834762753
1509,150446.95188695507
1510,151112.62834090725
1511,149629.75180449872
1512,176984.06952263915
1513,129602.7827236646
1514,146019.8666656629
1515,158123.5748399506
1516,133595.89730257043
1517,148560.48440301215
1518,157786.44697025884
1519,213672.20803494478
1520,136057.6805569624
1521,140276.56481421835
1522,162231.78149433722
1523,113701.34391968552
1524,126180.86738445134
1525,119355.36319675916
1526,120600.80236956022
1527,99689.49603955643
1528,127060.77786454232
1529,145176.94297860845
1530,171779.78302864073
1531,101021.97651987812
1532,103047.04567905614
1533,157933.482506913
1534,130598.58689172303
1535,138552.97531705335
1536,116527.95862694118
1537,85569.91419252256
1538,144151.09522952978
1539,139472.9634487905
1540,115413.3468892959
1541,129231.58129114295
1542,130539.65919048582
1543,168516.44617957462
1544,100604.3537601402
1545,115045.08206812409
1546,120808.43699154539
1547,125115.95060359864
1548,128730.54465017297
1549,114849.36454791493
1550,121932.78330847717
1551,128209.38629367542
1552,119180.1957267889
1553,119110.88560164027
1554,114201.57023990805
1555,144571.38813908794
1556,104016.44924868303
1557,124438.97589517111
1558,110361.83955128069
1559,101020.45543361592
1560,117536.14018644155
1561,155589.21057455338
1562,124707.25902688401
1563,117980.44387341134
1564,167110.03926884764
1565,126567.67267965892
1566,205859.14768352936
1567,97261.4988249872
1568,184847.54129631477
1569,116842.58079974558
1570,125764.82335877072
1571,107601.82885113207
1572,139400.012906933
1573,234102.6218259704
1574,141760.19011164247
1575,218542.89337401994
1576,192069.0307826616
1577,194486.32264223488
1578,114917.11196268328
1579,135156.57240858045
1580,172587.13202020645
1581,126150.03442082048
1582,123781.30512225702
1583,303539.3326365136
1584,202595.03056928713
1585,156665.49421206297
1586,70806.58766471047
1587,99328.42344081195
1588,142477.94797800333
1589,116750.07255624299
1590,139339.00932266685
1591,104394.59494247445
1592,125996.07979896688
1593,124750.08484720223
1594,95165.59722022362
1595,115925.08172012672
1596,185872.51650460027
1597,138894.83315566706
1598,162780.11610702128
1599,193762.2678490266
1600,188884.97732690847
1601,74282.33177769883
1602,114657.44939563403
1603,102081.24785158638
1604,253965.7177454293
1605,212625.59743327717
1606,162802.72710672716
1607,205129.0358210147
1608,212602.79543633235
1609,191823.89595984377
1610,125643.96911676365
1611,135065.9241256764
1612,183626.45586772374
1613,155269.85329025096
1614,128751.929648521
1615,97329.30461752886
1616,97329.30461752886
1617,103423.27300992618
1618,117777.39087649382
1619,131885.076340489
1620,157163.37623960752
1621,128009.19507858918
1622,127025.12731218016
1623,242035.3209008004
1624,187380.0384076105
1625,125645.30517859459
1626,173560.51810533245
1627,162451.68656267965
1628,234918.03001144042
1629,148318.88801855568
1630,342905.41670473584
1631,219231.08144439617
1632,247532.79843776813
1633,139973.7997582702
1634,161032.4126738693
1635,156254.6542166215
1636,161678.30337520732
1637,156680.59809723884
1638,186217.92578081737
1639,182018.75599799654
1640,218657.09610529846
1641,168607.0973796203
1642,194999.1655054425
1643,218046.23227533913
1644,210612.67792182593
1645,175561.8505819991
1646,151382.44997987608
1647,161985.91801236145
1648,148439.35209384465
1649,126086.69783215807
1650,114465.37535167676
1651,114699.2229417932
1652,115928.81201803205
1653,115923.81405816566
